p,-0.10108371829023699,-0.47650738673296178,-0.068740221700375748,-0.42133905564875168,-0.036893422977348683,-0.40240941995778184,-0.071224968878064232,-0.42301373962642358,-0.044251425400012555,-0.40554530429605912,-0.068858365440595953,-0.42103420241215517
H,0.030046685555922027,0,0,0,0,0,0,0,0,0,0,0
H,0,1.5010661921836581,0,0,0,0,0,0,0,0,0,0
H,0,0,23.285077773057008,0,0,0,0,0,0,0,0,0
H,0,0,0,1546.6026852141197,0,0,0,0,0,0,0,0
H,0,0,0,0,0.030010054806753821,0,0,0,0,0,0,0
H,0,0,0,0,0,1.506520441493626,0,0,0,0,0,0
H,0,0,0,0,0,0,23.257478008003243,0,0,0,0,0
H,0,0,0,0,0,0,0,1545.6673708484316,0,0,0,0
H,0,0,0,0,0,0,0,0,0.030025969712791575,0,0,0
H,0,0,0,0,0,0,0,0,0,1.5065486579890286,0,0
H,0,0,0,0,0,0,0,0,0,0,23.278781225948329,0
H,0,0,0,0,0,0,0,0,0,0,0,1546.3846847979059
